Reg_No,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,Sub9
CE306,,,,,,,,,
CE334,,,,,,,,,
CE308,,,,,,,,,
CE352,,,,,,,,,
HS300,,,,,,,,,
CE362,,,,,,,,,
CE302,,,,,,,,,
CE366,,,,,,,,,
CE368,,,,,,,,,
CE304,,,,,,,,,
CE332,,,,,,,,,
Register No,Course Code (Grade),,,,,,,,
LMAC15EE128,HS300(B), EE302(F), EE304(F), EE306(C), EE308(F), EE372(C), EE332(C), EE334(P), EE352(C)
LMAC15EE129,HS300(A+), EE302(C), EE304(C), EE306(B), EE308(B), EE368(B), EE332(A+), EE334(B+),
,EE352(B),,,,,,,,
LMAC15EE130,HS300(B+), EE302(F), EE304(F), EE306(C), EE308(F), EE372(C), EE332(B+), EE334(B+),
,EE352(P),,,,,,,,
LMAC15EE131,HS300(A), EE302(C), EE304(B), EE306(B), EE308(C), EE368(B), EE332(A), EE334(B+),
,EE352(B),,,,,,,,
LMAC15EE132,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE372(F), EE332(B+), EE334(B+),
,EE352(P),,,,,,,,
LMAC15EE133,HS300(O), EE302(C), EE304(B+), EE306(C), EE308(B), EE372(B), EE332(O), EE334(A),
,EE352(B),,,,,,,,
LMAC15EE134,HS300(B), EE302(F), EE304(F), EE306(F), EE308(F), EE368(F), EE332(O), EE334(A),
,EE352(B+),,,,,,,,
MAC15EE001,HS300(A), EE302(B), EE304(C), EE306(B), EE308(B), EE372(B), EE332(B+), EE334(B+),
MAC15EE002,HS300(A+), EE302(C), EE304(C), EE306(C), EE308(C), EE368(C), EE332(A+), EE334(A),
MAC15EE003,HS300(B), EE302(P), EE304(F), EE306(F), EE308(F), EE372(P), EE332(C), EE334(B), EE352(P)
MAC15EE004,HS300(B+), EE302(C), EE304(C), EE306(F), EE308(B+), EE368(C), EE332(B), EE334(A),
MAC15EE005,HS300(A+), EE302(A), EE304(A), EE306(B+), EE308(A), EE368(B+), EE332(A+), EE334(A),
MAC15EE006,HS300(B+), EE302(C), EE304(P), EE306(F), EE308(B), EE368(C), EE332(B), EE334(C),
MAC15EE007,HS300(B+), EE302(F), EE304(B+), EE306(B+), EE308(B), EE368(B), EE332(A), EE334(B+),
MAC15EE008,HS300(B+), EE302(C), EE304(C), EE306(C), EE308(B), EE368(C), EE332(C), EE334(C),
MAC15EE009,HS300(B+), EE302(F), EE304(F), EE306(F), EE308(F), EE372(B), EE332(A+), EE334(B+),
MAC15EE010,HS300(B), EE302(C), EE304(P), EE306(F), EE308(C), EE372(C), EE332(B), EE334(B+),
MAC15EE011,HS300(A+), EE302(B), EE304(B), EE306(B), EE308(B), EE368(B+), EE332(O), EE334(B+),
MAC15EE012,HS300(O), EE302(A), EE304(A+), EE306(B+), EE308(A), EE368(B), EE332(A), EE334(B+),
MAC15EE013,HS300(B), EE302(C), EE304(C), EE306(B), EE308(B+), EE368(B), EE332(A+), EE334(A+),
MAC15EE014,HS300(B), EE302(B+), EE304(B+), EE306(B), EE308(B), EE368(B+), EE332(A), EE334(B+),
MAC15EE015,HS300(B+), EE302(B), EE304(C), EE306(P), EE308(B), EE372(B+), EE332(A), EE334(B),
MAC15EE016,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE368(P), EE332(C), EE334(B), EE352(P)
MAC15EE017,HS300(B), EE302(B), EE304(C), EE306(F), EE308(C), EE372(C), EE332(B+), EE334(B+),
MAC15EE018,HS300(B), EE302(C), EE304(C), EE306(F), EE308(B), EE372(C), EE332(B+), EE334(C),
MAC15EE019,HS300(B+), EE302(F), EE304(B), EE306(C), EE308(B), EE372(B+), EE332(B+), EE334(B),
MAC15EE020,HS300(B), EE302(F), EE304(F), EE306(F), EE308(F), EE372(C), EE332(P), EE334(B), EE352(B)
MAC15EE021,HS300(B), EE302(C), EE304(B), EE306(B), EE308(B), EE372(C), EE332(O), EE334(O),
MAC15EE022,HS300(C), EE302(F), EE304(F), EE306(F), EE308(B), EE372(C), EE332(B+), EE334(B),
MAC15EE023,HS300(B), EE302(F), EE304(C), EE306(C), EE308(C), EE368(C), EE332(B), EE334(B+),
MAC15EE024,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE372(C), EE332(P), EE334(C), EE352(P)
MAC15EE025,HS300(B), EE302(C), EE304(B), EE306(C), EE308(B), EE368(P), EE332(B+), EE334(B+),
MAC15EE026,HS300(B+), EE302(F), EE304(C), EE306(C), EE308(C), EE368(B), EE332(C), EE334(B+),
MAC15EE027,HS300(C), EE302(F), EE304(C), EE306(F), EE308(B), EE368(C), EE332(C), EE334(C), EE352(C)
MAC15EE028,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE368(P), EE332(B), EE334(C), EE352(C)
MAC15EE029,HS300(B), EE302(B), EE304(B), EE306(B), EE308(B+), EE368(B), EE332(O), EE334(O),
MAC15EE030,HS300(B+), EE302(B), EE304(B), EE306(B), EE308(B), EE372(C), EE332(A), EE334(B+),
MAC15EE032,HS300(B+), EE302(B+), EE304(A), EE306(B+), EE308(B+), EE368(A), EE332(O), EE334(A),
MAC15EE033,HS300(A), EE302(C), EE304(B+), EE306(C), EE308(B), EE368(B+), EE332(B+), EE334(B+),
MAC15EE034,HS300(B), EE302(C), EE304(B), EE306(F), EE308(B), EE372(C), EE332(A+), EE334(B+),
MAC15EE035,HS300(B+), EE302(A), EE304(A+), EE306(B), EE308(B+), EE368(B), EE332(O), EE334(A+),
MAC15EE036,HS300(B), EE302(C), EE304(B+), EE306(B), EE308(B), EE368(B+), EE332(A+), EE334(B),
MAC15EE037,HS300(B), EE302(F), EE304(B+), EE306(P), EE308(B), EE368(P), EE332(B+), EE334(B+),
MAC15EE038,HS300(O), EE302(B+), EE304(A), EE306(B+), EE308(B+), EE372(B+), EE332(A+), EE334(A),
MAC15EE039,HS300(C), EE302(F), EE304(C), EE306(F), EE308(B), EE368(C), EE332(C), EE334(P), EE352(B)
MAC15EE040,HS300(B), EE302(F), EE304(F), EE306(F), EE308(C), EE372(C), EE332(C), EE334(B), EE352(P)
MAC15EE041,HS300(B), EE302(F), EE304(C), EE306(C), EE308(F), EE372(C), EE332(B+), EE334(B),
MAC15EE042,HS300(B), EE302(B), EE304(A), EE306(B), EE308(B), EE368(B), EE332(O), EE334(B+),
MAC15EE043,HS300(B+), EE302(F), EE304(B), EE306(F), EE308(C), EE368(C), EE332(B+), EE334(B),
MAC15EE044,HS300(A), EE302(B+), EE304(A+), EE306(B+), EE308(B+), EE368(B+), EE332(O), EE334(A+),
MAC15EE046,HS300(A+), EE302(B), EE304(B+), EE306(B), EE308(C), EE368(B), EE332(A+), EE334(B+),
MAC15EE048,HS300(A), EE302(B), EE304(B+), EE306(F), EE308(F), EE368(C), EE332(A+), EE334(B+),
MAC15EE049,HS300(B+), EE302(C), EE304(B), EE306(F), EE308(C), EE372(C), EE332(B+), EE334(B),
MAC15EE050,HS300(B), EE302(F), EE304(B+), EE306(C), EE308(B), EE372(B+), EE332(O), EE334(B),
MAC15EE051,HS300(B+), EE302(A), EE304(A), EE306(B), EE308(C), EE372(B), EE332(B+), EE334(B),
MAC15EE052,HS300(B+), EE302(C), EE304(B+), EE306(B), EE308(C), EE368(B), EE332(O), EE334(B+),
MAC15EE053,HS300(B+), EE302(B+), EE304(B+), EE306(B), EE308(C), EE372(B+), EE332(B+), EE334(A+),
MAC15EE054,HS300(B+), EE302(B), EE304(B), EE306(F), EE308(F), EE368(C), EE332(A+), EE334(B+),
MAC15EE055,HS300(P), EE302(F), EE304(F), EE306(F), EE308(F), EE372(F), EE332(B), EE334(C), EE352(P)
MAC15EE056,HS300(O), EE302(B), EE304(B+), EE306(C), EE308(B), EE368(B+), EE332(A+), EE334(A),
MAC15EE057,HS300(O), EE302(B+), EE304(A+), EE306(B), EE308(B+), EE368(A+), EE332(O), EE334(O),
MAC15EE058,HS300(C), EE302(F), EE304(P), EE306(F), EE308(F), EE372(C), EE332(B+), EE334(P),
MAC15EE059,HS300(B), EE302(B), EE304(F), EE306(F), EE308(F), EE372(C), EE332(B+), EE334(B),
MAC15EE060,HS300(A+), EE302(B), EE304(B), EE306(C), EE308(F), EE368(B+), EE332(O), EE334(O),
MAC15EE061,HS300(A+), EE302(B), EE304(B), EE306(B), EE308(B), EE368(B), EE332(B), EE334(B),
MAC15EE062,HS300(B+), EE302(B), EE304(A+), EE306(B+), EE308(B), EE368(B+), EE332(O), EE334(A+),
MAC15EE063,HS300(B+), EE302(F), EE304(A), EE306(B+), EE308(B+), EE368(B+), EE332(A), EE334(A),
MAC15EE064,HS300(A+), EE302(B), EE304(B), EE306(B), EE308(B), EE368(B+), EE332(A+), EE334(B+),
MAC15EE065,HS300(B), EE302(B), EE304(B), EE306(C), EE308(B), EE368(B), EE332(A+), EE334(A),
MAC15EE066,HS300(B+), EE302(F), EE304(B+), EE306(B), EE308(C), EE368(B), EE332(A+), EE334(B+),
MAC15EE067,HS300(B), EE302(C), EE304(B+), EE306(B), EE308(F), EE368(C), EE332(A+), EE334(B),
MAC15EE068,HS300(B+), EE302(C), EE304(B), EE306(F), EE308(F), EE368(C), EE332(B+), EE334(B+),
MAC15EE069,HS300(F), EE302(F), EE304(F), EE306(F), EE308(F), EE368(F), EE332(B), EE334(C), EE352(B)
MAC15EE070,HS300(A), EE302(B), EE304(A+), EE306(B+), EE308(C), EE368(A), EE332(A+), EE334(A),
MAC15EE071,HS300(B), EE302(F), EE304(F), EE306(F), EE308(F), EE372(C), EE332(B), EE334(B), EE352(P)
MAC15EE073,HS300(A+), EE302(A+), EE304(B+), EE306(B), EE308(B), EE372(B+), EE332(A), EE334(B+),
MAC15EE074,HS300(Absent), EE302(F), EE304(B), EE306(P), EE308(F), EE372(P), EE332(B+), EE334(B),
MAC15EE075,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE368(P), EE332(A), EE334(C), EE352(C)
MAC15EE076,HS300(A+), EE302(B), EE304(B+), EE306(C), EE308(C), EE372(B), EE332(A+), EE334(B+),
MAC15EE077,HS300(C), EE302(C), EE304(B), EE306(C), EE308(C), EE368(P), EE332(B), EE334(B+),
MAC15EE078,HS300(B+), EE302(C), EE304(B+), EE306(B), EE308(F), EE372(B+), EE332(A+), EE334(B+),
MAC15EE079,HS300(O), EE302(B+), EE304(A), EE306(B), EE308(B), EE368(A+), EE332(O), EE334(B+),
MAC15EE080,HS300(B+), EE302(C), EE304(A), EE306(B+), EE308(F), EE372(B+), EE332(A+), EE334(B+),
MAC15EE081,HS300(A+), EE302(F), EE304(B), EE306(C), EE308(F), EE368(B), EE332(A+), EE334(B+),
MAC15EE082,HS300(B), EE302(F), EE304(B), EE306(C), EE308(B+), EE372(B), EE332(A+), EE334(B+),
MAC15EE083,HS300(C), EE302(F), EE304(F), EE306(C), EE308(B), EE368(C), EE332(B+), EE334(B+),
MAC15EE084,HS300(B), EE302(B+), EE304(A+), EE306(A), EE308(B), EE372(B+), EE332(O), EE334(O),
MAC15EE085,HS300(C), EE302(C), EE304(B), EE306(P), EE308(C), EE372(B), EE332(B), EE334(C),
MAC15EE086,HS300(C), EE302(F), EE304(P), EE306(F), EE308(F), EE368(F), EE332(B+), EE334(C),
MAC15EE087,HS300(C), EE302(C), EE304(B), EE306(P), EE308(C), EE372(C), EE332(A), EE334(B+),
MAC15EE088,HS300(F), EE302(F), EE304(C), EE306(F), EE308(F), EE372(P), EE332(B), EE334(A), EE352(C)
MAC15EE089,HS300(B+), EE302(F), EE304(B), EE306(C), EE308(B), EE372(B), EE332(B+), EE334(B),
MAC15EE090,HS300(B+), EE302(F), EE304(B), EE306(B), EE308(F), EE372(C), EE332(B+), EE334(B+),
MAC15EE091,HS300(B+), EE302(C), EE304(B), EE306(B), EE308(B), EE372(B), EE332(B+), EE334(A+),
MAC15EE092,HS300(A+), EE302(B+), EE304(B+), EE306(C), EE308(C), EE372(B), EE332(B+), EE334(B+),
MAC15EE093,HS300(B+), EE302(F), EE304(B), EE306(F), EE308(F), EE368(B+), EE332(A), EE334(B),
MAC15EE094,HS300(B+), EE302(C), EE304(B+), EE306(C), EE308(B), EE372(B+), EE332(A), EE334(B+),
MAC15EE095,HS300(F), EE302(F), EE304(Absent), EE306(Absent), EE308(F), EE372(F), EE332(B+),,
MAC15EE096,HS300(A+), EE302(B+), EE304(A+), EE306(B), EE308(A+), EE368(A+), EE332(O), EE334(O),
MAC15EE097,HS300(B+), EE302(B), EE304(B+), EE306(F), EE308(C), EE372(C), EE332(A), EE334(B),
MAC15EE098,HS300(A+), EE302(B+), EE304(B+), EE306(B+), EE308(B), EE372(B+), EE332(B+), EE334(A),
MAC15EE099,HS300(O), EE302(B+), EE304(B), EE306(F), EE308(B), EE368(B+), EE332(O), EE334(A),
MAC15EE100,HS300(B), EE302(F), EE304(Absent), EE306(F), EE308(Absent), EE372(C), EE332(B+),,
MAC15EE101,HS300(O), EE302(B), EE304(B), EE306(C), EE308(B), EE372(B+), EE332(A), EE334(A),
MAC15EE102,HS300(A), EE302(C), EE304(C), EE306(F), EE308(F), EE368(B+), EE332(O), EE334(O),
MAC15EE103,HS300(B+), EE302(B), EE304(B), EE306(B), EE308(F), EE368(C), EE332(A+), EE334(A),
MAC15EE104,HS300(O), EE302(B), EE304(B+), EE306(B), EE308(B), EE372(B+), EE332(A), EE334(B+),
MAC15EE105,HS300(A+), EE302(A), EE304(B+), EE306(C), EE308(B), EE368(C), EE332(A+), EE334(B+),
MAC15EE106,HS300(A), EE302(B), EE304(C), EE306(F), EE308(C), EE368(B), EE332(O), EE334(B+),
MAC15EE107,HS300(B+), EE302(B), EE304(B+), EE306(C), EE308(B), EE372(C), EE332(A+), EE334(B+),
MAC15EE108,HS300(B), EE302(C), EE304(F), EE306(F), EE308(F), EE368(C), EE332(O), EE334(A), EE352(C)
MAC15EE109,HS300(B), EE302(F), EE304(F), EE306(F), EE308(F), EE372(B), EE332(A+), EE334(B+),
MAC15EE110,HS300(A), EE302(C), EE304(F), EE306(F), EE308(F), EE372(B), EE332(A), EE334(B+),
MAC15EE111,HS300(A), EE302(C), EE304(C), EE306(F), EE308(F), EE368(C), EE332(O), EE334(B+),
MAC15EE112,HS300(F), EE302(F), EE304(F), EE306(F), EE308(F), EE372(P), EE332(B), EE334(P), EE352(C)
MAC15EE113,HS300(B+), EE302(B+), EE304(A+), EE306(B+), EE308(B), EE368(B+), EE332(O), EE334(A+),
MAC15EE114,HS300(B+), EE302(B), EE304(B), EE306(C), EE308(F), EE368(C), EE332(O), EE334(B+),
MAC15EE115,HS300(B), EE302(B), EE304(B), EE306(B), EE308(B), EE368(B+), EE332(O), EE334(A),
MAC15EE116,HS300(A), EE302(B+), EE304(A+), EE306(A+), EE308(B+), EE368(B+), EE332(O), EE334(A),
MAC15EE117,HS300(B+), EE302(C), EE304(C), EE306(C), EE308(C), EE372(B), EE332(A+), EE334(B),
MAC15EE118,HS300(C), EE302(F), EE304(F), EE306(F), EE308(F), EE372(C), EE332(A+), EE334(B),
MAC15EE119,HS300(B), EE302(F), EE304(F), EE306(C), EE308(B), EE372(C), EE332(A), EE334(B), EE352(F)
MAC15EE120,HS300(B+), EE302(F), EE304(F), EE306(F), EE308(F), EE368(B), EE332(A), EE334(B),
MAC15EE121,HS300(B), EE302(F), EE304(F), EE306(F), EE308(F), EE368(P), EE332(A+), EE334(B+),
,EE352(C),,,,,,,,
MAC15EE122,HS300(B), EE302(B+), EE304(B), EE306(B), EE308(C), EE368(C), EE332(O), EE334(A+),
,EE352(B),,,,,,,,
,ELECTRONICS & COMMUNICATION ENGG[Full Time],,,,,,,,
,Course Code Course,,,,,,,,
EC306,ANTENNA & WAVE PROPAGATION,,,,,,,,
EC334,MICROCONTROLLER LAB,,,,,,,,
EC308,EMBEDDED SYSTEMS,,,,,,,,
EC352,COMPREHENSIVE EXAM,,,,,,,,
EC312,OBJECT ORIENTED PROGRAMMING,,,,,,,,
EC370,DIGITAL IMAGE PROCESSING,,,,,,,,
EC302,DIGITAL COMMUNICATION,,,,,,,,
EC366,REAL TIME OPERATING SYSTEMS,,,,,,,,
HS300,PRINCIPLES OF MANAGEMENT,,,,,,,,
EC304,VLSI,,,,,,,,
EC332,COMMUNICATION ENGG LAB (ANALOG & DIGITAL),,,,,,,,
Register No,Course Code (Grade),,,,,,,,
LMAC15EC129,EC302(FE), EC304(FE), EC306(FE), EC308(FE), EC312(FE), EC366(FE), EC332(B+), EC334(C),
,EC352(Absent),,,,,,,,
LMAC15EC130,EC302(FE), EC304(FE), EC306(F), EC308(F), EC312(F), EC366(F), EC332(B), EC334(B),
,EC352(C),,,,,,,,
LMAC15EC131,EC370(C), EC302(F), EC304(B), EC306(F), EC308(B), EC312(C), EC332(B+), EC334(B+),
,EC352(C),,,,,,,,
LMAC15EC133,EC370(B), EC302(F), EC304(B+), EC306(C), EC308(B), EC312(F), EC332(B+), EC334(B+),
,EC352(P),,,,,,,,
LMAC15EC134,EC302(F), EC304(B), EC306(C), EC308(B+), EC312(C), EC366(C), EC332(A), EC334(A),
,EC352(B),,,,,,,,
LMAC15EC135,EC302(C), EC304(B+), EC306(C), EC308(B+), EC312(B), EC366(B), EC332(A), EC334(A),
,EC352(C),,,,,,,,
LMAC15EC136,EC302(F), EC304(B+), EC306(C), EC308(C), EC312(C), EC366(B), EC332(B+), EC334(B+),
,EC352(P),,,,,,,,
LMAC15EC137,EC302(F), EC304(C), EC306(FE), EC308(C), EC312(C), EC366(P), EC332(A), EC334(B),
LMAC15EC138,EC302(F), EC304(B), EC306(FE), EC308(C), EC312(F), EC366(F), EC332(B), EC334(B+),
LMAC15EC139,EC302(F), EC304(B), EC306(F), EC308(F), EC312(F), EC366(F), EC332(B), EC334(B+),
MAC15EC001,EC370(C), EC302(F), EC304(B), EC306(F), EC308(B), EC312(F), EC332(A+), EC334(B+),
MAC15EC002,EC302(B), EC304(B+), EC306(C), EC308(B), EC312(B), EC366(B), EC332(O), EC334(O),
MAC15EC003,EC370(B), EC302(C), EC304(B), EC306(B), EC308(B), EC312(C), EC332(B+), EC334(B+),
MAC15EC004,EC370(FE), EC302(FE), EC304(FE), EC306(FE), EC308(FE), EC312(F), EC332(B), EC334(B),
MAC15EC005,EC370(FE), EC302(C), EC304(B), EC306(FE), EC308(FE), EC312(C), EC332(B), EC334(B),
MAC15EC006,EC302(F), EC304(B), EC306(P), EC308(P), EC312(B), EC366(C), EC332(B+), EC334(B+),
MAC15EC007,EC370(B+), EC302(B+), EC304(A+), EC306(B+), EC308(A+), EC312(B), EC332(B+), EC334(A+),
MAC15EC008,EC302(F), EC304(P), EC306(F), EC308(F), EC312(F), EC366(F), EC332(B), EC334(B), EC352(F)
MAC15EC009,EC370(F), EC302(F), EC304(B), EC306(B), EC308(F), EC312(P), EC332(B+), EC334(B+),
MAC15EC010,EC370(F), EC302(C), EC304(B+), EC306(C), EC308(B+), EC312(B), EC332(B+), EC334(A),
MAC15EC011,EC302(C), EC304(B), EC306(B), EC308(B+), EC312(F), EC366(B), EC332(B+), EC334(A),
MAC15EC012,EC370(B+), EC302(B), EC304(A+), EC306(B), EC308(A), EC312(B), EC332(A+), EC334(B+),
MAC15EC013,EC302(B), EC304(B), EC306(B), EC308(B+), EC312(C), EC366(B+), EC332(B+), EC334(B),
MAC15EC014,EC370(B), EC302(B), EC304(C), EC306(B), EC308(B), EC312(B+), EC332(B+), EC334(A+),
MAC15EC015,EC370(B+), EC302(A), EC304(O), EC306(A), EC308(A), EC312(B), EC332(B+), EC334(O),
MAC15EC016,EC370(C), EC302(B), EC304(B), EC306(F), EC308(B+), EC312(B), EC332(B+), EC334(B+),
MAC15EC017,EC370(F), EC302(F), EC304(C), EC306(F), EC308(C), EC312(B+), EC332(C), EC334(B+),
MAC15EC018,EC370(B), EC302(B), EC304(B+), EC306(B+), EC308(B), EC312(B), EC332(A+), EC334(A),
MAC15EC019,EC370(C), EC302(F), EC304(B), EC306(F), EC308(B), EC312(F), EC332(C), EC334(B),
MAC15EC020,EC370(B), EC302(F), EC304(B+), EC306(F), EC308(B+), EC312(C), EC332(B+), EC334(B+),
MAC15EC023,EC370(F), EC302(F), EC304(B), EC306(C), EC308(B), EC312(C), EC332(C), EC334(B+),
MAC15EC024,EC370(B), EC302(B), EC304(A), EC306(B), EC308(B), EC312(B), EC332(B+), EC334(B+),
MAC15EC025,EC302(B), EC304(A), EC306(B+), EC308(B+), EC312(C), EC366(A+), EC332(A+), EC334(A+),
MAC15EC026,EC370(A+), EC302(A+), EC304(A+), EC306(B+), EC308(A), EC312(B), EC332(B+), EC334(A+),
MAC15EC027,EC370(B+), EC302(A), EC304(B+), EC306(B+), EC308(B+), EC312(B), EC332(B+), EC334(B),
MAC15EC028,EC370(B), EC302(A), EC304(A), EC306(B+), EC308(A), EC312(B), EC332(A+), EC334(A+),
MAC15EC029,EC370(A), EC302(B+), EC304(A), EC306(B+), EC308(B+), EC312(B+), EC332(O), EC334(A+),
MAC15EC030,EC302(B+), EC304(B+), EC306(B+), EC308(A), EC312(B), EC366(B+), EC332(A), EC334(A+),
MAC15EC031,EC370(B+), EC302(B), EC304(B+), EC306(B+), EC308(B+), EC312(B), EC332(A+), EC334(B),
MAC15EC032,EC370(B), EC302(C), EC304(C), EC306(B), EC308(B), EC312(F), EC332(B), EC334(B+),
MAC15EC033,EC370(F), EC302(F), EC304(C), EC306(C), EC308(C), EC312(F), EC332(B), EC334(B+),
MAC15EC034,EC302(B+), EC304(C), EC306(B+), EC308(A), EC312(B), EC366(B+), EC332(O), EC334(A+),
MAC15EC035,EC370(F), EC302(F), EC304(F), EC306(C), EC308(F), EC312(F), EC332(B), EC334(B),
MAC15EC036,EC302(B+), EC304(B+), EC306(A), EC308(A+), EC312(A+), EC366(A+), EC332(A+), EC334(B),
MAC15EC037,EC302(B), EC304(B), EC306(B), EC308(B), EC312(F), EC366(B), EC332(B), EC334(B),
MAC15EC038,EC302(FE), EC304(F), EC306(FE), EC308(Absent), EC312(Absent), EC366(P), EC332(B+),,
